ORDER_ID,SHIP_METHOD,ORDER_ON,DUE_DATE,customer_CUSTOMER_ID,SHIPPING_REMARKS
339,SEA,03.08.2022,29/03/2023,35,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum."
340,SEA,13.05.2023,16/05/2023,46,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
341,SEA,18.11.2022,12/05/2023,50,Nulla ac enim.
342,POSTAL,20.10.2022,02/01/2023,34,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
343,POSTAL,19.01.2023,13/06/2023,33,Suspendisse ornare consequat lectus.
344,SEA,31.03.2023,22/11/2022,45,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
345,SEA,23.11.2022,20/07/2022,44,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
346,POSTAL,22.06.2022,04/10/2022,2,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
347,SEA,30.11.2022,08/10/2022,37,In quis justo. Maecenas rhoncus aliquam lacus.
348,AIR,30.01.2023,21/04/2023,41,Pellentesque ultrices mattis odio. Donec vitae nisi.
349,SEA,12.02.2023,25/07/2023,50,Vestibulum sed magna at nunc commodo placerat.
350,POSTAL,06.11.2022,10/10/2022,9,Morbi a ipsum. Integer a nibh.
351,AIR,12.12.2022,20/03/2023,8,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
352,SEA,14.01.2023,13/06/2023,43,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
353,AIR,13.03.2023,23/04/2023,26,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
354,AIR,19.03.2023,13/10/2022,34,Phasellus in felis. Donec semper sapien a libero. Nam dui.
355,AIR,07.03.2023,30/11/2022,38,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
356,AIR,22.10.2022,18/12/2022,11,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
357,SEA,25.02.2023,14/07/2023,47,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
358,POSTAL,29.09.2022,29/03/2023,40,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
359,POSTAL,17.03.2023,02/06/2023,38,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
360,SEA,02.07.2022,05/01/2023,19,Nullam sit amet turpis elementum ligula vehicula consequat.
361,SEA,19.11.2022,06/04/2023,30,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
362,POSTAL,07.11.2022,04/06/2023,3,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
363,AIR,30.03.2023,04/04/2023,40,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
364,POSTAL,10.11.2022,08/06/2022,15,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
365,POSTAL,29.05.2023,29/04/2023,37,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
366,AIR,02.05.2023,15/12/2022,25,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
367,SEA,11.07.2022,03/06/2022,47,Quisque porta volutpat erat.
368,SEA,16.09.2022,01/05/2023,22,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
369,POSTAL,24.09.2022,17/03/2023,11,Morbi a ipsum. Integer a nibh.
370,SEA,30.09.2022,06/10/2022,12,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
371,AIR,07.02.2023,18/12/2022,24,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
372,SEA,14.04.2023,27/07/2022,18,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
373,SEA,26.11.2022,25/06/2023,21,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
374,POSTAL,08.01.2023,23/04/2023,33,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
375,SEA,12.11.2022,24/03/2023,21,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
376,AIR,26.03.2023,25/12/2022,42,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
377,POSTAL,11.01.2023,21/12/2022,13,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
378,SEA,23.11.2022,20/12/2022,45,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
379,AIR,28.12.2022,23/01/2023,16,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
380,AIR,27.11.2022,07/01/2023,25,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
381,AIR,01.04.2023,18/02/2023,29,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
382,SEA,22.05.2023,10/08/2022,23,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
383,AIR,06.03.2023,13/11/2022,9,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
384,SEA,11.09.2022,19/06/2022,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
385,POSTAL,01.05.2023,14/12/2022,4,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
386,AIR,29.10.2022,22/12/2022,44,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
387,POSTAL,22.07.2022,20/04/2023,27,Sed ante. Vivamus tortor.
388,AIR,04.01.2023,08/07/2022,27,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
389,POSTAL,08.05.2023,29/09/2022,30,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
390,AIR,29.04.2023,28/09/2022,29,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
391,SEA,09.09.2022,24/07/2022,45,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
392,AIR,27.08.2022,04/08/2022,42,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
393,SEA,30.01.2023,24/07/2022,5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
394,POSTAL,12.07.2022,05/05/2023,27,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
395,AIR,16.12.2022,19/10/2022,33,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
396,SEA,16.06.2022,17/03/2023,21,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
397,POSTAL,05.06.2022,08/03/2023,9,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
398,AIR,20.05.2022,29/07/2023,5,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
399,AIR,04.01.2023,11/10/2022,17,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
400,POSTAL,27.05.2023,09/04/2023,38,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
401,SEA,04.04.2023,04/02/2023,34,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
402,POSTAL,11.10.2022,13/06/2022,39,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
403,SEA,18.05.2023,29/06/2022,17,Aenean auctor gravida sem.
404,AIR,21.09.2022,03/09/2022,9,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
405,AIR,26.08.2022,12/07/2023,45,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
406,AIR,02.02.2023,10/02/2023,46,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
407,POSTAL,10.08.2022,28/12/2022,35,Suspendisse accumsan tortor quis turpis. Sed ante.
408,POSTAL,20.03.2023,27/04/2023,26,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
409,POSTAL,03.02.2023,15/10/2022,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
410,AIR,13.07.2022,27/05/2023,2,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
411,AIR,04.01.2023,13/08/2022,5,Nullam varius. Nulla facilisi.
412,POSTAL,15.06.2022,08/12/2022,21,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
413,SEA,11.12.2022,05/02/2023,25,Proin at turpis a pede posuere nonummy.
414,SEA,11.09.2022,26/09/2022,6,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
415,AIR,09.09.2022,06/11/2022,34,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
416,POSTAL,18.08.2022,28/09/2022,8,Nam nulla.
417,SEA,19.07.2022,18/07/2023,22,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
418,POSTAL,06.08.2022,20/06/2023,22,In congue. Etiam justo. Etiam pretium iaculis justo.
419,AIR,18.07.2022,12/01/2023,28,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
420,SEA,18.11.2022,09/06/2022,45,Nam tristique tortor eu pede.
421,SEA,25.01.2023,26/07/2022,26,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
422,SEA,19.10.2022,24/01/2023,38,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
423,POSTAL,11.02.2023,08/05/2023,2,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
424,SEA,15.05.2023,21/07/2022,8,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
425,AIR,18.03.2023,10/10/2022,17,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
426,AIR,03.01.2023,13/03/2023,19,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
427,POSTAL,04.02.2023,27/09/2022,9,Phasellus id sapien in sapien iaculis congue.
428,SEA,24.05.2023,13/05/2023,47,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
429,SEA,03.06.2022,11/06/2022,15,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
430,SEA,29.05.2023,13/04/2023,10,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
431,AIR,26.06.2022,09/08/2022,18,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
432,POSTAL,31.03.2023,29/05/2023,49,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
433,POSTAL,19.01.2023,28/05/2023,31,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
434,POSTAL,28.11.2022,26/06/2022,41,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
435,AIR,18.02.2023,30/09/2022,40,Sed accumsan felis.
436,SEA,04.05.2023,10/10/2022,25,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
437,SEA,19.02.2023,11/05/2023,7,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
438,AIR,01.07.2022,19/03/2023,19,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
439,SEA,14.05.2023,03/11/2022,12,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
440,POSTAL,02.09.2022,04/06/2023,33,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
441,AIR,09.10.2022,28/06/2023,20,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
442,AIR,25.06.2022,17/01/2023,41,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum."
443,SEA,05.10.2022,02/06/2022,16,Cras pellentesque volutpat dui.
444,AIR,17.09.2022,31/01/2023,22,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
445,SEA,10.12.2022,09/09/2022,4,Pellentesque viverra pede ac diam.
446,AIR,27.07.2022,07/09/2022,35,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
447,POSTAL,30.01.2023,04/12/2022,9,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
448,SEA,13.08.2022,02/06/2023,45,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
449,POSTAL,21.07.2022,20/12/2022,49,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
450,AIR,01.10.2022,29/04/2023,34,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
451,SEA,21.02.2023,22/07/2022,22,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
452,AIR,22.02.2023,23/02/2023,45,Pellentesque viverra pede ac diam.
453,AIR,17.07.2022,31/07/2022,42,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
454,POSTAL,06.07.2022,18/01/2023,41,Ut at dolor quis odio consequat varius. Integer ac leo.
455,AIR,25.02.2023,30/08/2022,27,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
456,SEA,10.02.2023,26/07/2023,8,Pellentesque at nulla. Suspendisse potenti.
457,POSTAL,15.04.2023,17/06/2023,8,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
458,AIR,06.11.2022,15/01/2023,29,Ut tellus.
459,AIR,10.02.2023,21/07/2022,49,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
460,AIR,14.06.2022,05/06/2023,30,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
461,AIR,18.04.2023,08/04/2023,18,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
462,AIR,19.09.2022,19/12/2022,25,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
463,POSTAL,02.11.2022,16/06/2023,50,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
464,POSTAL,26.11.2022,01/12/2022,23,Suspendisse potenti. Nullam porttitor lacus at turpis.
465,AIR,05.03.2023,20/02/2023,49,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
466,SEA,18.10.2022,16/12/2022,29,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
467,AIR,12.10.2022,13/04/2023,1,Etiam faucibus cursus urna.
468,SEA,25.03.2023,03/12/2022,37,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
469,AIR,16.10.2022,08/10/2022,28,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
470,POSTAL,03.10.2022,10/05/2023,46,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
471,POSTAL,09.03.2023,24/05/2023,29,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
472,SEA,11.06.2022,19/04/2023,21,Nulla facilisi.
473,AIR,19.04.2023,30/06/2023,26,Nulla justo.
474,POSTAL,06.02.2023,28/10/2022,49,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
475,SEA,16.05.2023,13/06/2023,13,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
476,AIR,13.08.2022,07/11/2022,48,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
477,SEA,26.05.2023,23/09/2022,31,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
478,SEA,27.10.2022,23/06/2023,44,Praesent id massa id nisl venenatis lacinia.
479,POSTAL,24.12.2022,08/10/2022,17,Donec ut mauris eget massa tempor convallis.
480,SEA,04.01.2023,09/08/2022,11,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
481,SEA,23.12.2022,25/04/2023,28,Integer ac leo.
482,AIR,02.04.2023,22/12/2022,35,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
483,POSTAL,30.09.2022,12/05/2023,1,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
484,POSTAL,22.04.2023,25/05/2023,40,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
485,SEA,12.12.2022,18/03/2023,28,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
486,POSTAL,08.06.2022,04/09/2022,8,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
487,SEA,28.12.2022,24/06/2023,17,Morbi a ipsum.
488,AIR,19.05.2022,18/01/2023,49,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
489,POSTAL,05.05.2023,19/09/2022,13,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
490,AIR,24.06.2022,17/02/2023,21,Curabitur gravida nisi at nibh.
491,SEA,17.10.2022,08/07/2022,22,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
492,SEA,08.10.2022,22/11/2022,33,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.
493,AIR,09.12.2022,06/03/2023,44,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
494,POSTAL,03.07.2022,07/06/2022,18,Nunc purus. Phasellus in felis.
495,SEA,31.07.2022,22/07/2022,5,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
496,SEA,11.11.2022,22/12/2022,7,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
497,POSTAL,17.12.2022,18/08/2022,18,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
498,POSTAL,09.12.2022,25/06/2023,30,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
499,POSTAL,23.11.2022,04/07/2022,22,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
500,SEA,25.01.2023,16/09/2022,5,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
501,SEA,15.10.2022,25/05/2023,50,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
502,SEA,29.05.2022,25/04/2023,17,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
503,SEA,18.12.2022,12/04/2023,19,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
504,SEA,10.10.2022,24/02/2023,44,Fusce posuere felis sed lacus.
505,AIR,28.09.2022,04/03/2023,23,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
506,POSTAL,23.09.2022,23/07/2023,34,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
507,POSTAL,05.09.2022,25/10/2022,36,Nunc rhoncus dui vel sem. Sed sagittis.
508,POSTAL,27.02.2023,16/03/2023,21,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
509,POSTAL,05.08.2022,25/07/2023,22,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
510,POSTAL,16.12.2022,08/07/2023,46,In blandit ultrices enim.
511,SEA,29.08.2022,26/06/2022,30,Duis at velit eu est congue elementum.
512,SEA,15.08.2022,18/05/2023,19,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
