PRODUCT_ID,WEIGHT_UNIT,CURRENCY_code,PRICE,WIDTH,WEIGHT,SHORT_DESC,REMARKS
499,OUNCE,PLN,358.45,338.2,8140.91,Aspirin,Mauris sit amet eros.
500,OUNCE,MNT,1066.5,655.33,9217.29,TAZICEF,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
501,POUNDS,CNY,1025.77,630.23,5614.94,Allergies Southern US,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
502,OUNCE,CZK,992.6,663.16,4910.61,Oxycodone and Acetaminophen,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
503,L,MXN,966.61,288.61,7049.86,Olanzapine and Fluoxetine,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
504,KG,EUR,1140.9,18.83,7346.78,allergy and congestion relief d,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
505,GM,CNY,587.12,337.34,9025.03,FLAWLESS FINISH PERFECTLY NUDE MAKEUP BROAD SPECTRUM SUNSCREEN SPF 15 SHADE NATURAL,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
506,KG,MYR,412.64,25.05,4652.34,SUPER BB,Nulla suscipit ligula in lacus.
507,ML,NGN,828.66,135.71,3644.16,equaline nicotine,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
508,OUNCE,CNY,171.76,405.44,412.09,Benoxyl-CR Advanced Acne Wash,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
509,KG,CZK,726.63,37.39,1754.72,Protonix,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
510,POUNDS,IDR,536.47,416.9,8048.2,Veal,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
511,ML,PLN,339.36,117.86,9663.93,Benztropine Mesylate,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
512,L,SEK,984.73,431.73,3400.18,Lortab 10/325,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
513,OUNCE,MXN,494.57,170.46,7280.23,Demadex,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
514,ML,EUR,47.11,521.06,1236.19,MANGO BUTTER LIPSTICK,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
515,ML,LBP,438.27,216.88,3563.31,Magnesium Citrate,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
516,KG,USD,44.9,117.73,3129.74,Lip Smacker SPF 24 Power Punch,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
517,POUNDS,JPY,926.33,443.12,4665.9,Flutamide,Pellentesque ultrices mattis odio.
518,L,JOD,1355.26,199.25,2122.81,Thermazene,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
519,KG,EUR,262.68,98.79,8450.34,Allergy,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
520,POUNDS,CAD,1258.74,111.67,2792.12,West Sycamore,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
521,POUNDS,IDR,452.72,358.63,1510.03,Nighttime Sleep-aid,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
522,GM,COP,1099.83,526.64,2174.82,CycloSPORINE,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
523,KG,CNY,1232.33,348.9,8710.27,Pantoprazole Sodium,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.
524,L,PLN,862.71,42.64,2665.69,hydroxyzine pamoate,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
525,OUNCE,HUF,461.74,124.28,6150.21,Scrub-In Surgical Scrub Brush/Sponge,In quis justo.
526,POUNDS,BAM,1366.84,84.12,8692.63,Mycophenolate mofetil,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
527,ML,IDR,1000.1,658.26,7366.75,Carbaglu,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
528,KG,CZK,703.59,664.39,2590.43,NABUMETONE,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
529,POUNDS,NGN,856.62,149.24,630.4,ENALAPRIL MALEATE,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
530,L,ZWL,703.45,522.61,8293.34,ARANESP,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
531,GM,MNT,907.19,550.66,200.17,Potassium Chloride,Suspendisse potenti.
532,KG,RUB,397.14,532.52,1318.82,Divalproex Sodium,Phasellus sit amet erat.
533,POUNDS,CLP,780.94,499.94,3554.31,Adenosine,Suspendisse potenti.
534,L,IDR,809.68,252.22,2210.3,RIFATER,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
535,L,PLN,1047.35,561.18,7387.85,Dove,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
536,L,EUR,1223.63,109.18,482.81,Smith and Johnson Antibacterial,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
537,ML,PLN,1338.75,600.6,1523.98,Nicorette,Sed sagittis.
538,GM,BRL,1109.4,90.35,9217.05,ACETAMINOPHEN,Donec dapibus. Duis at velit eu est congue elementum.
539,GM,IDR,748.26,23.77,6155.51,Isosorbide Dinitrate,Pellentesque ultrices mattis odio.
540,POUNDS,JOD,638.44,578.27,9761.19,Milk of Magnesia,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
541,OUNCE,CLP,614.08,265.8,6429.57,Ciclopirox,Mauris sit amet eros.
542,GM,SEK,984.45,299.21,2955.99,California Black Oak,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio."
543,ML,BRL,558.62,117.51,8679.91,RANITIDINE,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
544,OUNCE,EUR,285.89,618.0,3175.29,Formica Arnica,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
545,ML,NGN,246.44,435.65,7165.35,Sotalol Hydrochloride,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
546,KG,USD,186.94,330.55,7816.12,MISSHA M VITA BB,Proin at turpis a pede posuere nonummy. Integer non velit.
547,L,CNY,1270.58,63.25,7184.6,LBEL Couleur luxe rouge irresistible maximum hydration SPF 17,Nulla ut erat id mauris vulputate elementum. Nullam varius.
548,OUNCE,CNY,225.83,51.48,5744.57,berkley and jensen ibuprofen pm,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
549,L,NGN,130.12,141.68,5926.31,IBUPROFEN,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
550,OUNCE,PEN,1208.69,45.08,9115.44,CLOZAPINE,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
551,OUNCE,RUB,281.88,356.68,8667.46,THERA Moisturizing Body,Maecenas pulvinar lobortis est.
552,POUNDS,VEF,1254.98,577.47,5717.66,Treatment Set TS347628,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
553,ML,USD,56.99,106.76,6855.05,PROFESSIONAL WHITENING SYSTEM WHITENING MOUTH WASH,Suspendisse ornare consequat lectus.
554,GM,ILS,41.75,49.73,7785.67,H-BI Hemorrhoids Formula,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
555,GM,CNY,814.94,630.47,5155.72,Vineyard Antibacterial Foaming Hand Wash,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
556,KG,CNY,1021.49,46.93,9503.74,epirubicin hydrochloride,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
557,ML,IDR,393.92,533.67,6063.65,NICOTINE TRANSDERMAL SYSTEM,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
558,GM,PEN,911.01,487.39,4290.6,Testes Apis,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
559,KG,IDR,216.42,160.89,1286.7,RUTA GRAVEOLENS,In hac habitasse platea dictumst.
560,GM,IDR,637.56,557.15,4032.6,Pravastatin Sodium,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
561,POUNDS,CNY,473.05,355.9,1568.15,"Kentucky Bluegrass (June), Standardized",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
562,POUNDS,PHP,742.27,422.71,6370.82,Spatherapy,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
563,KG,CUP,1034.54,315.65,7021.21,NARS Pure Radiant Tinted Moisturizer,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
564,ML,IDR,1179.18,370.77,6551.89,Vasopressin,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
565,ML,GHS,1366.7,55.44,284.87,Cotton Blossom Waterless Anti-Antibateria Hand Sanitizer,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
566,KG,IDR,872.83,165.4,856.17,MORPHINE SULFATE,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
567,KG,EUR,821.4,25.65,2413.89,UROGESIC BLUE,Maecenas tincidunt lacus at velit.
568,POUNDS,JPY,228.87,14.07,8683.77,Bioelements,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
569,OUNCE,PLN,188.12,52.01,1212.87,Family Wellness,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
570,L,BRL,876.52,93.74,5852.97,HurriCaine,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
571,ML,CNY,516.96,610.96,1658.53,Formica ex animale 3/15,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
572,GM,PHP,1272.36,67.46,9699.6,Cherry,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
573,L,PEN,758.64,126.01,986.41,Reed Therapeutics Pain Relieving Therapy,Phasellus in felis. Donec semper sapien a libero. Nam dui.
574,POUNDS,CNY,1036.09,232.37,4531.76,7 Select Aspirin,Nunc nisl.
575,GM,PLN,682.83,530.76,2037.92,Senexon,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
576,ML,USD,1363.12,173.81,1058.05,Ondansetron Hydrochloride,Donec dapibus. Duis at velit eu est congue elementum.
577,ML,EUR,287.14,593.63,7385.55,Nizatidine,Curabitur in libero ut massa volutpat convallis.
578,KG,CNY,672.26,614.76,6172.2,EZ-OX Plus,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
579,ML,XPF,644.01,360.39,6384.35,Moist SURE,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
580,KG,PHP,387.07,400.43,8297.03,Montelukast Sodium,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
581,KG,IRR,1477.29,611.82,9382.65,migraine formula,Nulla suscipit ligula in lacus.
582,L,MXN,100.77,180.68,4759.07,GREEN OLIVE,Integer non velit.
583,KG,BRL,1019.73,199.88,8429.45,Lancome Paris Renergie Lift Volumetry,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
584,POUNDS,BRL,545.25,197.3,4582.12,Lamivudine and Zidovudine,Phasellus id sapien in sapien iaculis congue.
585,GM,PHP,557.98,75.9,4583.97,E.E.S,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
586,POUNDS,UZS,261.06,573.31,5626.35,Mucus Relief Cold and Sinus,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
587,KG,RUB,1070.8,531.39,2737.32,Headache,Suspendisse potenti.
588,L,UAH,352.98,37.43,9119.94,Aztreonam,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
589,OUNCE,CNY,1006.77,585.22,8105.83,Nighttime Cold and Flu Relief,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.
590,OUNCE,MYR,937.08,296.76,8153.98,Lexapro,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
591,L,EUR,644.48,355.04,7798.63,Lidocaine Hydrochloride and Epinephrine,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
592,GM,CNY,430.24,230.48,9464.9,NITRO-DUR,Suspendisse potenti. Nullam porttitor lacus at turpis.
593,L,PLN,1368.0,551.0,5379.93,Quinidine Gluconate,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
594,GM,NIO,718.65,438.99,5203.93,temazepam,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
595,KG,PLN,1098.87,30.85,1033.52,Magnesium Sulfate,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
596,GM,EUR,744.93,13.8,5797.22,triple antibiotic,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
597,KG,MNT,634.1,579.57,5201.75,Clopidogrel,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
598,KG,PEN,1029.35,24.2,2350.35,oxygen,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
599,POUNDS,COP,298.8,278.88,2160.1,NIVEA A Kiss of Smoothness Hydrating Lip Care,In eleifend quam a odio. In hac habitasse platea dictumst.
600,L,PLN,1019.1,575.25,779.55,Ciprofloxacin,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
601,POUNDS,PLN,1386.34,199.1,6771.76,Potassium Chloride,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
602,ML,UZS,606.1,56.89,5368.96,Arthritis Relief,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
603,ML,VND,124.7,389.94,4429.11,pioglitazone hydrochloride,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
604,OUNCE,GBP,1450.58,582.48,9746.96,Triamterene and Hydrochlorothiazide,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
605,POUNDS,AFN,28.08,131.83,2634.56,Sea Pure Hydrating,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
606,ML,EUR,219.59,371.1,1002.54,Beyond Antiseptic Mouthwash,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
607,GM,NGN,1407.36,418.87,1361.82,Hydroxyzine hydrochloride,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
608,POUNDS,IDR,1342.2,507.2,3943.0,C-Plus,Ut at dolor quis odio consequat varius. Integer ac leo.
609,OUNCE,IDR,592.41,503.5,9555.77,Happy Heart,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
610,KG,CNY,864.89,627.27,4278.4,Desloratadine,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
611,ML,PLN,950.2,430.42,3239.23,METFORMIN HYDROCHLORIDE,Proin eu mi. Nulla ac enim.
612,OUNCE,ZAR,252.63,640.81,6956.66,VITALUMIERE AQUA,Aenean sit amet justo.
613,OUNCE,EUR,694.75,486.74,276.99,rx act antacid,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
614,ML,PHP,225.08,133.12,5956.16,Hand wash,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
615,KG,IDR,1471.17,202.45,6914.01,BareMinerals,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
616,ML,EUR,721.49,636.04,7936.19,lisinopril,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
617,GM,NIO,1095.47,44.51,3847.91,SHISEIDO SUN PROTECTION COMPACT FOUNDATION (REFILL),"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
618,L,MXN,870.4,451.41,4805.64,PHENYTOIN SODIUM,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
619,KG,RUB,479.51,117.48,8234.9,CELEBREX,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
620,KG,CNY,422.68,340.27,7483.09,Dark Skin Defense Concealer Broad Spectrum SPF 15,Ut tellus. Nulla ut erat id mauris vulputate elementum.
621,POUNDS,CNY,740.41,314.31,5623.74,Temazepam,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
622,GM,CNY,852.88,453.21,3262.57,Phenylephrine HCl,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
623,ML,IDR,651.94,283.19,8327.27,Oxygen,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
624,POUNDS,MMK,856.01,50.67,9975.3,KIDS CHOICE,Morbi non quam nec dui luctus rutrum.
625,POUNDS,PLN,1455.04,283.12,5865.33,Glyburide,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
626,POUNDS,IDR,1244.28,408.42,7929.85,Fluoxetine,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
627,L,MXN,485.3,472.83,2521.72,Lorazepam,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
628,POUNDS,IDR,1267.86,241.55,3381.36,Epsom Salt,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
629,GM,CNY,1243.73,652.05,9252.54,Dextrose,Suspendisse accumsan tortor quis turpis.
630,OUNCE,RUB,1249.14,64.71,8811.74,Ibuprofen,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
631,OUNCE,CNY,88.96,186.13,4714.12,Doxazosin,In hac habitasse platea dictumst.
632,ML,CNY,1441.05,556.88,1350.65,Maybelline New York,Pellentesque at nulla.
633,POUNDS,COP,352.27,38.93,1360.12,temazepam,Integer a nibh.
634,POUNDS,EUR,139.08,41.55,273.81,Omeprazole and Sodium Bicarbonate,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
635,ML,EUR,679.74,59.48,5704.69,PRED FORTE,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
636,OUNCE,RUB,1022.33,402.66,2155.82,Ammonium Lactate,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
637,GM,IDR,1113.32,516.65,9346.88,Fluorouracil,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
638,POUNDS,NGN,1270.68,655.09,9929.78,Matzim LA,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
639,ML,IDR,1439.07,38.37,6402.34,Oil Free Acne Wash,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
640,GM,SEK,115.98,129.18,8194.93,topiramate,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
641,OUNCE,USD,1133.62,307.35,6183.22,Epsom Salt,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
642,ML,XOF,1060.48,521.09,9419.57,Gentle Laxative,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
643,OUNCE,HNL,882.91,42.96,3822.33,Beyond Antiseptic Mouthwash,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
644,GM,PHP,709.24,227.44,4248.73,CITRUCEL,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
